"date_mdy","journal_entry","location","year","month","longitude","latitude","item"
1879-04-08,"The wind North West. Work one half day for A.J. Gerrish in the afternoon worked half day for J A Stevens making bow sprit. received letter from Helen Stevens. Sold one set Casters in the evening Thermometer 38 degrees","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-04-09,"Thermometer 50 degrees. The wind South West in forenoon and North West in the afternoon. Reg letter to Stevens &Co. for Sewing Machine Caster Work apart of the day for A. J. Gerrish on vessel and the rem for R Pendleton on boat received letter from Agt of Lts Lewiston.","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-04-16,"The wind Southerly and in the forenoon rainy Thermometer 44 afternoon Cleared up received letter from Stephen Southard Helped Char Pendleton work on dora.","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-04-18,"The wind North East. Thermometer 34 degrees worked 3/4 day for A.M Torry. on Schr Mars Hill at 3.PM commenced to rain stoped work. received letter from Sloan &CO.","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-04-27,"The wind South South West Thermometer 55 degrees Came home in the afternoon. received letter from the Auditor of the Post Office Department.","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-04-28,"The wind Southerly Thermometer 49 degrees wrote letter to Mr E.A.Baker. Made 2 vite Claim deed for Warren Smith and one for Charles E Smith received letter from Wm B Viall and from Second assistant post Warts Gennd","Winter Harbor",1879,4,-68.09811741,44.39116851,"Read letter"
1879-05-02,"Calm in the morning Thermometer 45 degrees had the horse showed in morning then went to Hammonds Corner after potatoes and delivered Sewing machine Casters. received letters from Sloan & Co and P.M.","Winter Harbor",1879,5,-68.09811741,44.39116851,"Read letter"
1879-05-03,"Sond after Dr Johnson for Capt Handy The wind Northerly in the morning and South West at night. Thermometer 49 work apart of the day for Wm Guptill received letters from T.C. Woodman and Wm Viall. Capt Wm Handy Deeds his homestead to Mary E Bunker and she gives a Mortgage back for his maintainance Set","Winter Harbor",1879,5,-68.09811741,44.39116851,"Read letter"
1879-05-05,"The wind Southerly and rainy in the morning. the remainder of the day foggy. Work apart of the day for Capt Peleg Tracy on his house. received letters from Eldridge I Perry and the Boston Transcript office. Waiting up Capt Handy and set up with him all night","Winter Harbor",1879,5,-68.09811741,44.39116851,"Read letter"
1879-05-19,"The wind Southerly Thermometer 60 and foggy. Hauled out dressing in the forenoon and in the afternoon rained hard. received letter from Portland Bangor & Machias Steam boat Co received Check from PODepartment","Winter Harbor",1879,5,-68.09811741,44.39116851,"Read letter"
1879-06-07,"The wind West North West and blowing a gale of wind Thermometer 51° Work in the house making an Attornan received letter from the Boston Post Agt.","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-09,"The wind North West untill about 4 PM then South West. Thermometer 50 degrees Made Sett Pump boxes for the A.G.Brooks. hired Ice chest of Mr Rice. received letter from Eldridge & Perry & A J Chatto","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-14,"Moderate North West wind in morning Thermometer 54 Went to Bar Harbor with R. Pendleton to collect debt for Sewing Machine Casters In the afternoon the wind blew very heavy West South West came home at 5 P.M. received letter from James W Davis of Ellsworth.","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-14,"Moderate North West wind in morning Thermometer 54 Went to Bar Harbor with R. Pendleton to collect debt for Sewing Machine Casters In the afternoon the wind blew very heavy West South West came home at 5 P.M. received letter from James W Davis of Ellsworth.","Bar Harbor",1879,6,-68.212219,44.387699,"Read letter"
1879-06-14,"Moderate North West wind in morning Thermometer 54 Went to Bar Harbor with R. Pendleton to collect debt for Sewing Machine Casters In the afternoon the wind blew very heavy West South West came home at 5 P.M. received letter from James W Davis of Ellsworth.","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-17,"The wind Easterly Thermometer 52 degrees drizzling rain all day. wrote two bill of sales from Rufus H & Nathan A. Bickford to their wifes received letter from the Salem Post. Mrs Mary Tracy died at 3 oclock in the morning","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-19,"The wind North West in the morning Finished tank in the forenoon. And in the afternoon work on a shed frame. came home at night Wind South West. received letters from A.W. Gray Sons. and several from advertising agents of Boston. Thermometer 53 Mary Tracy burried in afternoon.","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-21,"The wind Southerly The thermometer 55 degree Finished cutting the wood at the door filed saur and work about home wrote letters to J.W.Davis at Ellsworth and Boston Courier & Boston Transcript received letters from Home Journal and 5 other advertising agents.","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-28,"The wind Southerly and clear Thermometer work for R Pendleton on how row boats. received letter from Walter G Maker of Boston. Making inquiry about the price of board at the Eureka House. Went to West Gouldsboro at night heavy rain","Winter Harbor",1879,6,-68.09811741,44.39116851,"Read letter"
1879-06-28,"The wind Southerly and clear Thermometer work for R Pendleton on how row boats. received letter from Walter G Maker of Boston. Making inquiry about the price of board at the Eureka House. Went to West Gouldsboro at night heavy rain","West Gouldsboro",1879,6,-68.09937127,44.46922347,"Read letter"
1879-07-02,"The wind Southerly Thermometer 69. degrees Work all day for j.F.k. on Homer Guptills barn received letter from Mrs Mary Stanley.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-05,"The wind Southerly and Thermometer 71 degrees work apart of the forenoon for Roderick Pendleton on his row boats. received letter from Mrs Chester Stevens.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-11,"Calm in the forenoon Went to Steuben after Mrs Chester Stevens for a cook to cook for me at the Eureka House. brought her home at 2.PM Thermometer 72 degrees and the wind Southerly received letter from Mr Walter G Maker of Boston.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-11,"Calm in the forenoon Went to Steuben after Mrs Chester Stevens for a cook to cook for me at the Eureka House. brought her home at 2.PM Thermometer 72 degrees and the wind Southerly received letter from Mr Walter G Maker of Boston.","Steuben",1879,7,-67.961732,44.505209,"Read letter"
1879-07-11,"Calm in the forenoon Went to Steuben after Mrs Chester Stevens for a cook to cook for me at the Eureka House. brought her home at 2.PM Thermometer 72 degrees and the wind Southerly received letter from Mr Walter G Maker of Boston.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-17,"The wind West North West Thermometer 74 degrees Hoed my beans & Corn received letter from Mrs Henry Chapin and circulars from several advertising agents.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-23,"The wind South and rainy and foggy all day at 10 Am no despalh and came home Thermometer 51 degrees received letters from M Gallent &Co. & marden & Rowell.","Bar Harbor",1879,7,-68.212219,44.387699,"Read letter"
1879-07-23,"The wind South and rainy and foggy all day at 10 Am no despalh and came home Thermometer 51 degrees received letters from M Gallent &Co. & marden & Rowell.","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-07-25,"The wind North West in the forenoon & South West in the afternoon Thermometer 62° work all day haying wrote letters to Mrs Bessie E Crant and M. Gallart &Co. received letter from Miss Guenlief","Winter Harbor",1879,7,-68.09811741,44.39116851,"Read letter"
1879-08-22,"The wind Southerly Thermometer 60° and thick with fog Went to West Gouldsboro with the Mail. received letter from A.P. Wiswell Esq","West Gouldsboro",1879,8,-68.09937127,44.46922347,"Read letter"
1879-09-01,"The wind Southerly Thermometer 65 degrees Went to West Gouldsboro with mail received letter from Chas J Guptill of Steuben Sold my interest in a boat to Mr Ira Foss received $10","West Gouldsboro",1879,9,-68.09937127,44.46922347,"Read letter"
1879-09-29,"The wind Southerly Thermometer 45° Went to West Gouldsboro with the mail. received letter from Helen Stevens.","West Gouldsboro",1879,9,-68.09937127,44.46922347,"Read letter"
1879-10-03,"The wind South West Thermometer 67 degrees Went to West Gouldsboro received letter from RH Kittredge &Co and wrote letter to R H Kittredge & Co and to A P Wiswell Esq. oath o G W Tracy as Post master.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"Read letter"
1879-10-27,"The wind South West Thermometer 60° Went to West Gouldsboro with the Mail Repaired the Schr AGBrooks wheel. received letter from Boston Traveler Office.","West Gouldsboro",1879,10,-68.09937127,44.46922347,"Read letter"
1880-01-02,"The wind from South West to W. Thermometer 40 degrees above 0 Went to West Gouldsboro with mail. received letter from the Auditor of the Treasury for the Post Office Department stahing check sent me No 14872 lost and payment stoped at Po in Portland","West Gouldsboro",1880,1,-68.09937127,44.46922347,"Read letter"
1880-01-12,"The wind Westerly. Thermometer 32 above received letter from the Post Master Portland certifying the mail Route 365 No 14872 had not been paid.","Winter Harbor",1880,1,-68.09811741,44.39116851,"Read letter"
1880-01-19,"The wind North West. Thermometer 37 degrees received letter from Hugh Mckay Lotterie Agent at Canada.","Winter Harbor",1880,1,-68.09811741,44.39116851,"Read letter"
1880-01-30,"The wind South East. Thermometer 40 degrees above received duplicate check from the P.O. Department for the Quarter ending Sept 30. Wrote letter to G H Smith received letter from Hugh Mc Kay Canada.","Winter Harbor",1880,1,-68.09811741,44.39116851,"Read letter"
1880-02-03,"The wind Eastt fresh breeze and big snow storm Thermometer 10 above zero. Went in the woods cutting firewood stormed so hard came out at noon received letter from Helen Stevens","Winter Harbor",1880,2,-68.09811741,44.39116851,"Read letter"
1880-03-08,"The wind southerly and thick with snow. Started at 4oclock Am for Sullivan Steam boat to Carry Capt. N.A. Bickford and Dora Rand. At 10Am the wind northwest and clear. Thermometer 20 above. received letters from Emma M. Spurling","Winter Harbor",1880,3,-68.09811741,44.39116851,"Read letter"
1880-03-09,"The wind North East and in the morning Thermometer at zero. In the afternoon snowy. received letter from Henry Geyer. Wrote letter to Mrs. Emma M. Spurling","Winter Harbor",1880,3,-68.09811741,44.39116851,"Read letter"
1880-03-18,"The wind North East Thermometer 32 degrees Work one half day for James Gerrish hauling wood received letters from J. Wooster","Winter Harbor",1880,3,-68.09811741,44.39116851,"Read letter"
1880-04-08,"The wind North West and in the morning Thermometer 25° Went to West Gouldsboro Oath to the P.M.So.Gouldsboro Hired Wm Bunker to Cary the Mail for a Quarter at $10 home at night received letter from Geo Hopkins Millbridge.","West Gouldsboro",1880,4,-68.09937127,44.46922347,"Read letter"
1880-04-27,"Calm in forenoon and overcast. In the afternoon wind North West fresh breeze. and pleasant. Thermometer 44 degrees Work one half day for Solomon Pendleton received letters from L A Emery & A P Wiswell","Winter Harbor",1880,4,-68.09811741,44.39116851,"Read letter"
1880-05-20,"The wind Southerly and foggy all day Thermometer 50 degrees. took six Hhds salts out of the Black Warrior to use fishing Worked 1/2 day for Barney Foss on his boat to make her tight. received letter from Clarance Hale. Portland.","Winter Harbor",1880,5,-68.09811741,44.39116851,"Read letter"
1880-07-26,"The wind Southerly and thick with fog. work apart of the day finishing dora sail that I had been making Thermometer 65 degrees received letter from S. Libby Town Treasurer.","Winter Harbor",1880,7,-68.09811741,44.39116851,"Read letter"
1880-07-31,"Wind North West in forenoon South West in afternoon work all day haying hauled in 51 stacks of hay. Thermometer at noon was 78 degrees high received letter from C. J. Abbot. Atty at Law. Casting called for advertising in Boston Traveller.","Winter Harbor",1880,7,-68.09811741,44.39116851,"Read letter"
1880-08-07,"The wind very moderate all day and fine weather went out fishing from home in dora. Thermometer in the afternoon when I came in from fishing 80 degrees. received letter from Helen Stevens at Leadsvelle","Winter Harbor",1880,8,-68.09811741,44.39116851,"Read letter"
1880-08-19,"Wind South very fresh breeze and Rough by a long hard pull got to my troll. bait from the Weir. Thermometer 60 degrees at 5 PM. received letter from Geo.M.Warren Esq","Winter Harbor",1880,8,-68.09811741,44.39116851,"Read letter"
1880-09-25,"Wind Southerly and thermometer 75 degrees did not go a fishing for the want of bait washed out fish for my self received letter from R H Bickford wrote one to Clarance Hane & Geo Warren.","Winter Harbor",1880,9,-68.09811741,44.39116851,"Read letter"
1880-10-16,"Wind North in the morning Went out fishing with Barney Foss. got one tub of large hake to my part wind southerly in afternoon Thermometer 54 degrees received letter from W. F. Vase.","Winter Harbor",1880,10,-68.09811741,44.39116851,"Read letter"
1880-10-21,"Wind South fresh breeze and cloudy Went out fishing. Thermometer at dark when I got home 49 degrees. received letter from Henry Handy","Winter Harbor",1880,10,-68.09811741,44.39116851,"Read letter"
1880-11-04,"The wind Southerly and very moderate all day Thermometer 61 at noon. Went to So. Gouldsboro and worked all day for Charles L Bunker on shed back at night. received letter from Geo M. Warren","South Gouldsboro",1880,11,-68.109596,44.42952,"Read letter"
1880-11-29,"Calm nearly all day at night Wind North West Thermometer 32 degrees in the shade. Work in forenoon for J.D. Harrington on barn. in afternoon on freight house on Steam boat wharf repairing received letter from W. F. Vose.","Winter Harbor",1880,11,-68.09811741,44.39116851,"Read letter"
1884-03-21,"Wind North East. Work about home in the forenoon but in the afternoon wind hauled Southerly. Went on board the Chromo and shoveled snow and commenced making boom for jib. received letter from Boardman Bros Calais dated 19th saying the ice was about as solid as anything during the winter did not think would break up till 15 or 20 of next month","Winter Harbor",1884,3,-68.09811741,44.39116851,"Read letter"
1884-06-16,"Wind Southerly Went to town after a freight to go East with after the vessel is discharged bound non. received letter from Hugh McDonald one of owners of Chromo stating he was at Weehawken. Went to his boarding house at Weekawken and stopped with him all night","Winter Harbor",1884,6,-68.09811741,44.39116851,"Read letter"
1884-07-30,"Wind Southerly commenced discharging cargo of stone. Went to town in the forenoon and took a coal order (without any help of a broker). to go Portsmouth N.H. with a load of coal freight $1.10 to be loaded at Port Johnston. In the afternoon went to Coney Island with my wife Took the Steamer on the North River and went to Bay Ridge then took the Cars to Coney Island Came back at night to the Chromo. The fare for Gentleman 40 cents and return. And for ladies 35 cts. Received letter today that Stella Our girl at home is sick but on the mending hand","Portsmouth",1884,7,-70.762245,43.071568,"Read letter"
1871-12-25,"Shooting match all day in the evening to Christmas tree at the Hall.","Winter Harbor",1871,12,-68.09811741,44.39116851,"hunt"
1873-06-06,"The wind Southly and foggy hunting the Oxen to haul lumber for Wm. Dodge commenced to make side table","Winter Harbor",1873,6,-68.09811741,44.39116851,"hunt"
1874-01-01,"The wind south west went to Shooting match","Winter Harbor",1874,1,-68.09811741,44.39116851,"hunt"
1874-08-22,"The wind Northerly hunted all day for freight took up at night to go to Boston wrote letter to James Staples Lubec for a freight","Calais",1874,8,-67.282753,45.188042,"hunt"
1874-08-22,"The wind Northerly hunted all day for freight took up at night to go to Boston wrote letter to James Staples Lubec for a freight","Boston",1874,8,-71.057083,42.361145,"hunt"
1875-10-13,"The wind Westerly went on Grind Stone point hunting foxes with hounds","Winter Harbor",1875,10,-68.09811741,44.39116851,"hunt"
1882-04-18,"Wind very moderate all day N.N.W. Tood tug boat and towed to Calais at 10 AM. Hunted around the remainder of the day for a freight but could not find any.","Calais",1882,4,-67.282753,45.188042,"hunt"
1883-09-19,"Wind North West in morning hunted untill noon for a man to go a trip to New Bedford & got one. then wind South West, at 1 P.M. got underway at Winter Harbor and went out. At dark wind Westerly. and at 10 PM passed Mt Desert Rock Light midnight wind West North West So ends these 24 hours","Winter Harbor",1883,9,-68.09811741,44.39116851,"hunt"
1885-03-07,"Wind East North East Went on Grindstone point with Nicholas Bunker hunting foxes with a hound got none. In the afternoon helped Mr Farrows of Rockland take the Mlasure of the Sch Chromo for a suit of sails at the wharf Winter Harbor.","Winter Harbor",1885,3,-68.09811741,44.39116851,"hunt"
1877-11-06,"The wind N.N.West. wrote letter to J. A Milliken Cherryfield. Work hauling stone around the house. received letters from Thomas Bunker Cranberry Isles. And C C Burril at Ellsworth.","Winter Harbor",1877,11,-68.09811741,44.39116851,"stone"
1878-05-03,"The wind Southerly Thermometer 50° hauled stone all day grading in front of house.","Winter Harbor",1878,5,-68.09811741,44.39116851,"stone"
1882-08-12,"Calm in the morning Got underway at day light and drifted down with the tide. as far as the lower End of Burrying Island the tide turned flood and anchored. at 10 An the wind breezed up S.S.W. got the anchor and undertook to beat dnon and run a shore one the musslebed. run Cage and and leave it home at dark run small anchor. and at midnight hove of went down abrest of Crabtrees stone and anchored","Winter Harbor",1882,8,-68.09811741,44.39116851,"stone"
1883-07-10,"Wind Northerly and Westerly No berth to discharge stone. Went to fed Tuuge to leo 47 watin Street and got and order for Locon to load at Haboren for South New Mauket N.H. above Portsmouth freight $1.75 per ton with the accostumed towage","Portsmouth",1883,7,-70.762245,43.071568,"stone"
1883-07-17,"Calm in morning at 4 AM took tug boat and towed through the Gates wind breezed up S passed Eatons Neck at 4 PM Passed Hortons Point at 6.30 PM Passed Race Rock at 10 P.M. very cloudy and looking very much like a stone, but am in hope to make Point Judith at midnight saw Point Judith light and run for Vineyard Sound Light vessel","Point Judith",1883,7,-71.48139,41.3615,"stone"
1884-04-04,"Wind North North East very fresh breeze in forenoon and showery all day. Went to Franklin to see Mr. J. P. Gordons Agent about loading stone but the wind blowing out from Mr Gordons wharf & cannot get this wharf therefore have decided to load for Portland","Franklin",1884,4,-68.225999096,44.585497658,"stone"
1884-04-04,"Wind North North East very fresh breeze in forenoon and showery all day. Went to Franklin to see Mr. J. P. Gordons Agent about loading stone but the wind blowing out from Mr Gordons wharf & cannot get this wharf therefore have decided to load for Portland","Portland",1884,4,-70.310425,43.680031,"stone"
1884-04-05,"Wind North East and showery. Hauled into Crabtree & Harveys wharf in the morning and commenced loading paving blocks for Portland and at night had in 15 blocks The blocks are to fill a Chicago contract and are going through to Chicago by Rail from Portland The freight on stone $10 per 1.000","Portland",1884,4,-70.310425,43.680031,"stone"
1884-05-15,"Wind NorthWest in the morning. Chromo was discharged at 9 oclock A.M. Settled for freight t noon got ship stones at at 2 oclock in the afternooon took tow boat and towed from Ipswich to Sea. Wind struck South East and gradually hauled back Westerly. At 8.30 passed Boon Island Leidge At midnight abrest of Cape Elizabeth when the wind Struck South","Boon Island",1884,5,-70.47166478,43.11916619,"stone"
1884-05-15,"Wind NorthWest in the morning. Chromo was discharged at 9 oclock A.M. Settled for freight t noon got ship stones at at 2 oclock in the afternooon took tow boat and towed from Ipswich to Sea. Wind struck South East and gradually hauled back Westerly. At 8.30 passed Boon Island Leidge At midnight abrest of Cape Elizabeth when the wind Struck South","Cape Elizabeth",1884,5,-70.20005,43.563698,"stone"
1884-07-30,"Wind Southerly commenced discharging cargo of stone. Went to town in the forenoon and took a coal order (without any help of a broker). to go Portsmouth N.H. with a load of coal freight $1.10 to be loaded at Port Johnston. In the afternoon went to Coney Island with my wife Took the Steamer on the North River and went to Bay Ridge then took the Cars to Coney Island Came back at night to the Chromo. The fare for Gentleman 40 cents and return. And for ladies 35 cts. Received letter today that Stella Our girl at home is sick but on the mending hand","Portsmouth",1884,7,-70.762245,43.071568,"stone"
1884-09-10,"Calm. I have decided I can take more stone and have taken 75 ft more edgestone. At 3 oclock P.M. took the tug boat and went over the Falls wind fresh South East made sail and went out the Bay. and anchored at Winter Harbor at midnight","Winter Harbor",1884,9,-68.09811741,44.39116851,"stone"
1884-10-27,"Wind Southerly harnessed the horse in the morning and went back to Sullivan then hired a team again and went to Franklin to see about a load. but finding nothing that suited we came back to West Sullivan and agreceived to load random stone for New York for Crabtree & Havy for $1.25 oer net ton stone. to be weighed in Sullivan and I am to wait untill the Harvard Havy is loaded and she has not commenced yet","Franklin",1884,10,-68.225999096,44.585497658,"stone"
1875-03-17,"The wind Westerly finished repairing E. Grover's dora traded guns with T. R. Hammond.","Winter Harbor",1875,3,-68.09811741,44.39116851,"trade"
1879-03-24,"The wind Southerly Thermometer 35 above. Went to West Gouldsboro to trade harness with Stephen Kingsley took Jennie Tracy up for a sleigh ride received letters from Sloan &Co and Annie Hammond.","Winter Harbor",1879,3,-68.09811741,44.39116851,"trade"
1879-03-24,"The wind Southerly Thermometer 35 above. Went to West Gouldsboro to trade harness with Stephen Kingsley took Jennie Tracy up for a sleigh ride received letters from Sloan &Co and Annie Hammond.","West Gouldsboro",1879,3,-68.09937127,44.46922347,"trade"
1879-03-24,"The wind Southerly Thermometer 35 above. Went to West Gouldsboro to trade harness with Stephen Kingsley took Jennie Tracy up for a sleigh ride received letters from Sloan &Co and Annie Hammond.","Winter Harbor",1879,3,-68.09811741,44.39116851,"trade"
1880-03-20,"The wind North East & South Thermometer 43° Turned Lounge legs for R Rand. in forenoon and traded my row boat called the Stella with Warren Smith for a skiff work repairing her in the afternoon.","Winter Harbor",1880,3,-68.09811741,44.39116851,"trade"
1872-01-13,"Cleaning road and and cutting wood on home lot.","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-15,"Cutting wood on home lot.","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-16,"Whites landing cutting wood.","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-18,"Cutting wood at Whites Landing.","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-19,"Cutting wood Whites Landing","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-29,"Wrote a letter to Jos. Bunker one to Hale ⌘Emery went up stream cutting wood","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-01-30,"Cutting wood stopping at camp","Winter Harbor",1872,1,-68.09811741,44.39116851,"wood"
1872-02-24,"Cutting wood at the door went to lodge of Good Templar in Evening","Winter Harbor",1872,2,-68.09811741,44.39116851,"wood"
1873-02-05,"Went to Ellsworth to probate Court found it postponed dinner at Coombs dinning saloon supper and lodging at home the wind North moderate and warm John Shaw hauled one load of wood","Winter Harbor",1873,2,-68.09811741,44.39116851,"wood"
1873-02-05,"Went to Ellsworth to probate Court found it postponed dinner at Coombs dinning saloon supper and lodging at home the wind North moderate and warm John Shaw hauled one load of wood","Ellsworth",1873,2,-68.42420475,44.54105229,"wood"
1873-02-05,"Went to Ellsworth to probate Court found it postponed dinner at Coombs dinning saloon supper and lodging at home the wind North moderate and warm John Shaw hauled one load of wood","Winter Harbor",1873,2,-68.09811741,44.39116851,"wood"
1873-02-06,"Went up the stream cutting wood for home use took dinner with me supper at home. The wind S.W. warm","Winter Harbor",1873,2,-68.09811741,44.39116851,"wood"
1873-08-01,"The wind South foggy went in Jones Cove got of two scow loads of wood wrote letter to Benj. Kittridge","Hog Island",1873,8,-69.42166498,43.9666628,"wood"
1873-08-01,"The wind South foggy went in Jones Cove got of two scow loads of wood wrote letter to Benj. Kittridge","Jones Cove",1873,8,-68.097701,44.467053,"wood"
1873-08-04,"The wind NW. good breeze Gave Bill of sale of Mermaid and went back to West Gouldsboro and got of three scow loads of wood","Winter Harbor",1873,8,-68.09811741,44.39116851,"wood"
1873-08-04,"The wind NW. good breeze Gave Bill of sale of Mermaid and went back to West Gouldsboro and got of three scow loads of wood","West Gouldsboro",1873,8,-68.09937127,44.46922347,"wood"
1873-08-05,"The wind N.W. in fore noon South afternoon got of 3 loads of wood","West Gouldsboro",1873,8,-68.09937127,44.46922347,"wood"
1873-08-06,"The wind N.W. got of 3 loads of wood","West Gouldsboro",1873,8,-68.09937127,44.46922347,"wood"
1873-08-07,"The wind South West got of one scow load of wood and finished loading went to Prospect Harbor and got the Signals papers endorsed","West Gouldsboro",1873,8,-68.09937127,44.46922347,"wood"
1873-08-07,"The wind South West got of one scow load of wood and finished loading went to Prospect Harbor and got the Signals papers endorsed","Prospect Harbor",1873,8,-68.02456023,44.41062098,"wood"
1873-08-07,"The wind South West got of one scow load of wood and finished loading went to Prospect Harbor and got the Signals papers endorsed","West Gouldsboro",1873,8,-68.09937127,44.46922347,"wood"
1873-08-13,"The wind very moderate from East to South wrote letters to my wife and Capt. S. L.Tracy. Sailed for Brigadeer's Island after a load of wood for Cobb Lime CO  got abrest Camden at sunset. anchored at Lincolnville at Midnight.","Rockland",1873,8,-69.10869077,44.1041007,"wood"
1873-08-13,"The wind very moderate from East to South wrote letters to my wife and Capt. S. L.Tracy. Sailed for Brigadeer's Island after a load of wood for Cobb Lime CO  got abrest Camden at sunset. anchored at Lincolnville at Midnight.","Camden",1873,8,-69.058833098,44.20583251,"wood"
1873-05-25,"The wind North West wrote letter to Capt G. L. Hodgkins went to West Gouldsboro to Settle with S. L. Tracy for load of wood","Winter Harbor",1873,5,-68.09811741,44.39116851,"wood"
1873-05-25,"The wind North West wrote letter to Capt G. L. Hodgkins went to West Gouldsboro to Settle with S. L. Tracy for load of wood","West Gouldsboro",1873,5,-68.09937127,44.46922347,"wood"
1873-05-25,"The wind North West wrote letter to Capt G. L. Hodgkins went to West Gouldsboro to Settle with S. L. Tracy for load of wood","Winter Harbor",1873,5,-68.09811741,44.39116851,"wood"
1873-08-30,"The wind South West got of 4 scow loads of wood and got into Stave Island and walked home","Iron Bound",1873,8,-68.133407,44.39197,"wood"
1873-08-30,"The wind South West got of 4 scow loads of wood and got into Stave Island and walked home","Stave Island",1873,8,-70.0875475,43.7159161,"wood"
1873-08-30,"The wind South West got of 4 scow loads of wood and got into Stave Island and walked home","Winter Harbor",1873,8,-68.09811741,44.39116851,"wood"
1873-09-02,"The wind N.W. blow heavy scowed of 4 loads of wood finished loading went home","Stave Island",1873,9,-70.0875475,43.7159161,"wood"
1873-09-02,"The wind N.W. blow heavy scowed of 4 loads of wood finished loading went home","Winter Harbor",1873,9,-68.09811741,44.39116851,"wood"
1873-09-16,"The wind Southerly went to Ellsworth by land got deed made out by Arno Wiswell.  came back to go Jordans River took of one load of wood in scow","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-16,"The wind Southerly went to Ellsworth by land got deed made out by Arno Wiswell.  came back to go Jordans River took of one load of wood in scow","Ellsworth",1873,9,-68.42420475,44.54105229,"wood"
1873-09-16,"The wind Southerly went to Ellsworth by land got deed made out by Arno Wiswell.  came back to go Jordans River took of one load of wood in scow","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-17,"The wind N.W. got of two scow loads of wood","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-18,"The wind South West got of two loads of wood in scow","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-19,"The wind S.S.E. rainy in afternoon took of two loads of wood","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-20,"The wind N.W. got of apart of a load of wood took pilot Daniel Foster and came out the river got to Cranberry Isles.","Jordan River",1873,9,-68.3430556,44.4441667,"wood"
1873-09-20,"The wind N.W. got of apart of a load of wood took pilot Daniel Foster and came out the river got to Cranberry Isles.","Cranberry Isles",1873,9,-68.27013482,44.2585131,"wood"
1873-10-03,"The wind N.E. overcast got hold full of wood","Jordan River",1873,10,-68.3430556,44.4441667,"wood"
1873-12-26,"The wind N.E.ast hauled a load of wood","Winter Harbor",1873,12,-68.09811741,44.39116851,"wood"
1874-01-22,"The wind southerly went up in the woods cutting wood","Winter Harbor",1874,1,-68.09811741,44.39116851,"wood"
1874-01-23,"The wind southerly.rainy cutting wood","Winter Harbor",1874,1,-68.09811741,44.39116851,"wood"
1874-01-27,"The wind N.E. very cold and snowy went up the stream cutting wood wrote letter to Benj. Kittridge","Winter Harbor",1874,1,-68.09811741,44.39116851,"wood"
1874-01-28,"The wind Northerly cutting wood.","Winter Harbor",1874,1,-68.09811741,44.39116851,"wood"
1874-01-29,"The wind N.West cutting wood.","Winter Harbor",1874,1,-68.09811741,44.39116851,"wood"
1874-02-23,"The wind Easterly snow sleet and Rain hauled out two loads of wood broke sled tongue","Winter Harbor",1874,2,-68.09811741,44.39116851,"wood"
1874-02-24,"The wind. N.W. by N. went in the woods ccutting wood staid at the camp all night.","Winter Harbor",1874,2,-68.09811741,44.39116851,"wood"
1874-02-25,"The wind N. E. cutting wood came home at night snow in the evening","Winter Harbor",1874,2,-68.09811741,44.39116851,"wood"
1874-02-26,"The wind from N.E. to West cutting wood.","Winter Harbor",1874,2,-68.09811741,44.39116851,"wood"
1874-02-27,"The wind North West cutting wood had four loads hauled home.","Winter Harbor",1874,2,-68.09811741,44.39116851,"wood"
